"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","SEXISTAT1","Sesso","ETA1","Classe di eta","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y50-74","50-74 anni","2023-Q4","T4-2023",2.105521,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y50-74","50-74 anni","2024-Q1","T1-2024",2.261461,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y50-74","50-74 anni","2024-Q2","T2-2024",1.512894,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y50-74","50-74 anni","2024-Q3","T3-2024",1.337438,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y50-74","50-74 anni","2024-Q4","T4-2024",2.144766,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y20-64","20-64 anni","2023","2023",6.169023,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y20-64","20-64 anni","2024","2024",5.242825,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y20-64","20-64 anni","2023-Q1","T1-2023",6.829077,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y20-64","20-64 anni","2023-Q2","T2-2023",5.983417,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y20-64","20-64 anni","2023-Q3","T3-2023",5.644771,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y20-64","20-64 anni","2023-Q4","T4-2023",6.21824,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y20-64","20-64 anni","2024-Q1","T1-2024",6.562059,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y20-64","20-64 anni","2024-Q2","T2-2024",5.421151,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y20-64","20-64 anni","2024-Q3","T3-2024",4.214388,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y20-64","20-64 anni","2024-Q4","T4-2024",4.771899,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-34","15-34 anni","2023","2023",6.852525,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-34","15-34 anni","2024","2024",5.554769,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-34","15-34 anni","2023-Q1","T1-2023",7.034344,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-34","15-34 anni","2023-Q2","T2-2023",6.338956,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-34","15-34 anni","2023-Q3","T3-2023",7.059715,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-34","15-34 anni","2023-Q4","T4-2023",6.981473,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-34","15-34 anni","2024-Q1","T1-2024",6.405554,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-34","15-34 anni","2024-Q2","T2-2024",4.88844,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-34","15-34 anni","2024-Q3","T3-2024",5.934549,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-34","15-34 anni","2024-Q4","T4-2024",4.940785,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y35-49","35-49 anni","2023","2023",4.054409,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y35-49","35-49 anni","2024","2024",3.723619,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y35-49","35-49 anni","2023-Q1","T1-2023",4.581129,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y35-49","35-49 anni","2023-Q2","T2-2023",3.960864,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y35-49","35-49 anni","2023-Q3","T3-2023",3.818458,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y35-49","35-49 anni","2023-Q4","T4-2023",3.851632,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y35-49","35-49 anni","2024-Q1","T1-2024",4.198477,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y35-49","35-49 anni","2024-Q2","T2-2024",3.496836,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y35-49","35-49 anni","2024-Q3","T3-2024",3.609634,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y35-49","35-49 anni","2024-Q4","T4-2024",3.582217,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y50-74","50-74 anni","2023","2023",3.061542,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y50-74","50-74 anni","2024","2024",2.850663,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y50-74","50-74 anni","2023-Q1","T1-2023",3.019437,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y50-74","50-74 anni","2023-Q2","T2-2023",3.384278,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y50-74","50-74 anni","2023-Q3","T3-2023",2.952139,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y50-74","50-74 anni","2023-Q4","T4-2023",2.89261,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y50-74","50-74 anni","2024-Q1","T1-2024",3.080256,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y50-74","50-74 anni","2024-Q2","T2-2024",3.268073,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y50-74","50-74 anni","2024-Q3","T3-2024",2.724937,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y50-74","50-74 anni","2024-Q4","T4-2024",2.334697,,
"IT","Italia","UNEM_R","tasso di disoccupazione","9","totale","Y15-34","15-34 anni","2023","2023",13.379384,,
"IT","Italia","UNEM_R","tasso di disoccupazione","9","totale","Y15-34","15-34 anni","2024","2024",11.756992,,
"IT","Italia","UNEM_R","tasso di disoccupazione","9","totale","Y15-34","15-34 anni","2023-Q1","T1-2023",14.411584,,
"IT","Italia","UNEM_R","tasso di disoccupazione","9","totale","Y15-34","15-34 anni","2023-Q2","T2-2023",12.764894,,
"IT","Italia","UNEM_R","tasso di disoccupazione","9","totale","Y15-34","15-34 anni","2023-Q3","T3-2023",12.883091,,
"IT","Italia","UNEM_R","tasso di disoccupazione","9","totale","Y15-34","15-34 anni","2023-Q4","T4-2023",13.460333,,
"IT","Italia","UNEM_R","tasso di disoccupazione","9","totale","Y15-34","15-34 anni","2024-Q1","T1-2024",13.210744,,
"IT","Italia","UNEM_R","tasso di disoccupazione","9","totale","Y15-34","15-34 anni","2024-Q2","T2-2024",11.785468,,
"IT","Italia","UNEM_R","tasso di disoccupazione","9","totale","Y15-34","15-34 anni","2024-Q3","T3-2024",10.475013,,
"IT","Italia","UNEM_R","tasso di disoccupazione","9","totale","Y15-34","15-34 anni","2024-Q4","T4-2024",11.542514,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y35-49","35-49 anni","2023","2023",13.210902,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y35-49","35-49 anni","2024","2024",10.578675,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y35-49","35-49 anni","2023-Q1","T1-2023",13.966446,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y35-49","35-49 anni","2023-Q2","T2-2023",12.831532,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y35-49","35-49 anni","2023-Q3","T3-2023",13.172383,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y35-49","35-49 anni","2023-Q4","T4-2023",12.86976,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y35-49","35-49 anni","2024-Q1","T1-2024",12.562323,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y35-49","35-49 anni","2024-Q2","T2-2024",11.138462,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y35-49","35-49 anni","2024-Q3","T3-2024",8.982744,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y35-49","35-49 anni","2024-Q4","T4-2024",9.568946,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y50-74","50-74 anni","2023","2023",5.414497,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y50-74","50-74 anni","2024","2024",4.570382,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y50-74","50-74 anni","2023-Q1","T1-2023",5.999298,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y50-74","50-74 anni","2023-Q2","T2-2023",5.573097,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y50-74","50-74 anni","2023-Q3","T3-2023",4.892185,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y50-74","50-74 anni","2023-Q4","T4-2023",5.213132,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y50-74","50-74 anni","2024-Q1","T1-2024",5.837779,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y50-74","50-74 anni","2024-Q2","T2-2024",4.814553,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y50-74","50-74 anni","2024-Q3","T3-2024",3.656154,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y50-74","50-74 anni","2024-Q4","T4-2024",4.001726,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y50-74","50-74 anni","2023","2023",4.277553,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y50-74","50-74 anni","2024","2024",3.342436,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y50-74","50-74 anni","2023-Q1","T1-2023",4.62144,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y50-74","50-74 anni","2023-Q2","T2-2023",4.254507,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y50-74","50-74 anni","2023-Q3","T3-2023",4.06936,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y50-74","50-74 anni","2023-Q4","T4-2023",4.171765,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y50-74","50-74 anni","2024-Q1","T1-2024",4.151018,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y50-74","50-74 anni","2024-Q2","T2-2024",3.471876,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y50-74","50-74 anni","2024-Q3","T3-2024",2.630234,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y50-74","50-74 anni","2024-Q4","T4-2024",3.115798,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-34","15-34 anni","2023","2023",8.906105,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-34","15-34 anni","2024","2024",7.493116,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-34","15-34 anni","2023-Q1","T1-2023",8.268342,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-34","15-34 anni","2023-Q2","T2-2023",8.450941,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-34","15-34 anni","2023-Q3","T3-2023",9.722787,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-34","15-34 anni","2023-Q4","T4-2023",9.173024,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-34","15-34 anni","2024-Q1","T1-2024",8.075328,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-34","15-34 anni","2024-Q2","T2-2024",6.6834,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-34","15-34 anni","2024-Q3","T3-2024",7.858036,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-34","15-34 anni","2024-Q4","T4-2024",7.360057,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y35-49","35-49 anni","2023","2023",4.090329,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y35-49","35-49 anni","2024","2024",3.519735,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y35-49","35-49 anni","2023-Q1","T1-2023",3.814813,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y35-49","35-49 anni","2023-Q2","T2-2023",4.083685,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y35-49","35-49 anni","2023-Q3","T3-2023",4.344561,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y35-49","35-49 anni","2023-Q4","T4-2023",4.117999,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y35-49","35-49 anni","2024-Q1","T1-2024",4.866924,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y35-49","35-49 anni","2024-Q2","T2-2024",3.738886,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y35-49","35-49 anni","2024-Q3","T3-2024",2.96358,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y35-49","35-49 anni","2024-Q4","T4-2024",2.504244,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y20-64","20-64 anni","2023","2023",4.317763,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y20-64","20-64 anni","2024","2024",3.48233,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y20-64","20-64 anni","2023-Q1","T1-2023",4.525509,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y20-64","20-64 anni","2023-Q2","T2-2023",4.195771,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y20-64","20-64 anni","2023-Q3","T3-2023",4.392906,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y20-64","20-64 anni","2023-Q4","T4-2023",4.15896,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y20-64","20-64 anni","2024-Q1","T1-2024",4.2202,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y20-64","20-64 anni","2024-Q2","T2-2024",3.082557,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y20-64","20-64 anni","2024-Q3","T3-2024",3.146552,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y20-64","20-64 anni","2024-Q4","T4-2024",3.480408,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-34","15-34 anni","2023","2023",8.731343,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-34","15-34 anni","2024","2024",7.319702,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-34","15-34 anni","2023-Q1","T1-2023",8.612938,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-34","15-34 anni","2023-Q2","T2-2023",8.157535,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-34","15-34 anni","2023-Q3","T3-2023",9.230482,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-34","15-34 anni","2023-Q4","T4-2023",8.938963,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-34","15-34 anni","2024-Q1","T1-2024",8.168246,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-34","15-34 anni","2024-Q2","T2-2024",7.161943,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-34","15-34 anni","2024-Q3","T3-2024",6.700839,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y15-34","15-34 anni","2024-Q4","T4-2024",7.260569,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y35-49","35-49 anni","2023","2023",5.609824,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y35-49","35-49 anni","2024","2024",4.783126,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y35-49","35-49 anni","2023-Q1","T1-2023",6.153434,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y35-49","35-49 anni","2023-Q2","T2-2023",5.4859,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y35-49","35-49 anni","2023-Q3","T3-2023",5.226658,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y35-49","35-49 anni","2023-Q4","T4-2023",5.570218,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y35-49","35-49 anni","2024-Q1","T1-2024",5.682832,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y35-49","35-49 anni","2024-Q2","T2-2024",4.814713,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y35-49","35-49 anni","2024-Q3","T3-2024",4.218075,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y35-49","35-49 anni","2024-Q4","T4-2024",4.410602,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y15-34","15-34 anni","2023","2023",11.084748,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y15-34","15-34 anni","2024","2024",9.95359,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y15-34","15-34 anni","2023-Q1","T1-2023",12.306541,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y15-34","15-34 anni","2023-Q2","T2-2023",10.711539,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y15-34","15-34 anni","2023-Q3","T3-2023",9.568182,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y15-34","15-34 anni","2023-Q4","T4-2023",11.733431,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y15-34","15-34 anni","2024-Q1","T1-2024",11.2779,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y15-34","15-34 anni","2024-Q2","T2-2024",10.349815,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y15-34","15-34 anni","2024-Q3","T3-2024",8.154733,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y15-34","15-34 anni","2024-Q4","T4-2024",10.07998,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2023","2023",5.247759,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2024","2024",4.581649,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2023-Q1","T1-2023",5.563936,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2023-Q2","T2-2023",5.024189,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2023-Q3","T3-2023",5.123054,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2023-Q4","T4-2023",5.275967,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2024-Q1","T1-2024",5.564802,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2024-Q2","T2-2024",4.204011,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2024-Q3","T3-2024",3.905844,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2024-Q4","T4-2024",4.630333,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y50-74","50-74 anni","2023","2023",3.114315,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y50-74","50-74 anni","2024","2024",2.440863,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y50-74","50-74 anni","2023-Q1","T1-2023",3.60287,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y50-74","50-74 anni","2023-Q2","T2-2023",3.333326,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y50-74","50-74 anni","2023-Q3","T3-2023",3.013188,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y50-74","50-74 anni","2023-Q4","T4-2023",2.519303,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y50-74","50-74 anni","2024-Q1","T1-2024",3.132904,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y50-74","50-74 anni","2024-Q2","T2-2024",1.957809,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y50-74","50-74 anni","2024-Q3","T3-2024",2.103887,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y50-74","50-74 anni","2024-Q4","T4-2024",2.577266,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y50-74","50-74 anni","2023","2023",3.868291,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y50-74","50-74 anni","2024","2024",3.217394,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y50-74","50-74 anni","2023-Q1","T1-2023",5.003951,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y50-74","50-74 anni","2023-Q2","T2-2023",4.05086,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y50-74","50-74 anni","2023-Q3","T3-2023",3.399078,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y50-74","50-74 anni","2023-Q4","T4-2023",3.040002,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y50-74","50-74 anni","2024-Q1","T1-2024",4.214209,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y50-74","50-74 anni","2024-Q2","T2-2024",2.521681,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y50-74","50-74 anni","2024-Q3","T3-2024",3.041588,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y50-74","50-74 anni","2024-Q4","T4-2024",3.099655,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2023","2023",16.311182,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2024","2024",12.502876,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2023-Q1","T1-2023",16.110149,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2023-Q2","T2-2023",15.999931,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2023-Q3","T3-2023",18.333049,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2023-Q4","T4-2023",14.876227,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2024-Q1","T1-2024",14.625876,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2024-Q2","T2-2024",13.927558,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2024-Q3","T3-2024",10.630171,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2024-Q4","T4-2024",10.651033,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y20-64","20-64 anni","2023","2023",3.403787,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y20-64","20-64 anni","2024","2024",2.676724,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y20-64","20-64 anni","2023-Q1","T1-2023",3.471829,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y20-64","20-64 anni","2023-Q2","T2-2023",3.467326,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y20-64","20-64 anni","2023-Q3","T3-2023",3.566393,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y20-64","20-64 anni","2023-Q4","T4-2023",3.111044,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y20-64","20-64 anni","2024-Q1","T1-2024",3.358806,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y20-64","20-64 anni","2024-Q2","T2-2024",2.456769,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y20-64","20-64 anni","2024-Q3","T3-2024",2.133492,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y20-64","20-64 anni","2024-Q4","T4-2024",2.759184,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2023","2023",5.449575,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2024","2024",4.926184,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2023-Q1","T1-2023",5.843944,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2023-Q2","T2-2023",5.486136,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2023-Q3","T3-2023",5.308668,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2023-Q4","T4-2023",5.160493,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2024-Q1","T1-2024",6.019496,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2024-Q2","T2-2024",4.596808,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2024-Q3","T3-2024",4.07748,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y35-49","35-49 anni","2024-Q4","T4-2024",4.981686,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","2","femmine","Y20-64","20-64 anni","2023","2023",16.323865,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","2","femmine","Y20-64","20-64 anni","2024","2024",13.470792,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","2","femmine","Y20-64","20-64 anni","2023-Q1","T1-2023",17.198319,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","2","femmine","Y20-64","20-64 anni","2023-Q2","T2-2023",15.799814,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","2","femmine","Y20-64","20-64 anni","2023-Q3","T3-2023",16.510417,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","2","femmine","Y20-64","20-64 anni","2023-Q4","T4-2023",15.795489,,
